Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login,1000,163,160,227,246,299,74,631,0.000%,44.75875,16.14,13.49
Add Review to Product,1000,49,20,102,150,598,3,746,0.000%,44.91758,16.18,13.91
TOTAL,2000,106,101,206,237,434,3,746,0.000%,89.45744,32.24,27.33
