Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page,1000,1,2,2,3,3,0,5,0.000%,956.93780,9029.23,151.39
TOTAL,1000,1,2,2,3,3,0,5,0.000%,956.93780,9029.23,151.39
