Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page - php,1000,4,3,13,13,27,2,56,0.000%,706.71378,6581.91,126.30
TOTAL,1000,4,3,13,13,27,2,56,0.000%,706.71378,6581.91,126.30
