Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page,1000,60,57,87,98,165,15,240,0.000%,143.74012,2038.61,23.02
TOTAL,1000,60,57,87,98,165,15,240,0.000%,143.74012,2038.61,23.02
