Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page,10000,740,740,935,1011,1182,16,2516,0.000%,131.77314,31.85,20.98
TOTAL,10000,740,740,935,1011,1182,16,2516,0.000%,131.77314,31.85,20.98
