Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page - php,10000,221,153,538,717,1081,2,2531,0.000%,405.10431,1934.50,72.00
TOTAL,10000,221,153,538,717,1081,2,2531,0.000%,405.10431,1934.50,72.00
