Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login,1000,163,161,223,246,286,76,363,0.000%,44.94786,16.20,13.55
Remove Product from Basket,1000,49,31,126,163,226,3,338,0.000%,45.09786,16.25,13.52
TOTAL,2000,106,110,204,227,277,3,363,0.000%,89.83515,32.38,27.01
