Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Register,10000,2468,2349,2731,3063,8157,181,11014,0.000%,40.16629,8.39,10.07
TOTAL,10000,2468,2349,2731,3063,8157,181,11014,0.000%,40.16629,8.39,10.07
