Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login,100,220,220,226,227,232,213,235,0.000%,4.24106,0.75,1.90
Add Review of Product,100,15,14,17,19,51,11,64,0.000%,4.28137,0.73,1.90
TOTAL,200,117,64,225,226,231,11,235,0.000%,8.47745,1.47,3.78
