Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page,100,2,2,5,6,13,1,20,0.000%,96.80542,108.91,15.22
TOTAL,100,2,2,5,6,13,1,20,0.000%,96.80542,108.91,15.22
