Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page - php,100,7,3,6,13,14,2,341,0.000%,71.78751,82.58,12.76
TOTAL,100,7,3,6,13,14,2,341,0.000%,71.78751,82.58,12.76
