Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page,100,17,16,17,20,43,15,111,0.000%,49.65243,15.52,7.90
TOTAL,100,17,16,17,20,43,15,111,0.000%,49.65243,15.52,7.90
