Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page Catagory,10000,403,413,507,549,653,4,2223,0.000%,239.28597,72.56,42.76
TOTAL,10000,403,413,507,549,653,4,2223,0.000%,239.28597,72.56,42.76
