Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Proudct Page Category - php,10000,130,68,348,579,1080,2,2183,0.000%,622.27754,2971.57,122.15
TOTAL,10000,130,68,348,579,1080,2,2183,0.000%,622.27754,2971.57,122.15
