Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page Catagory,10000,160,141,233,292,453,86,771,0.00%,599.23298,2831.73,105.33
TOTAL,10000,160,141,233,292,453,86,771,0.00%,599.23298,2831.73,105.33
