Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Register,1000,217,189,316,368,928,77,1138,0.000%,43.11088,20.04,12.14
TOTAL,1000,217,189,316,368,928,77,1138,0.000%,43.11088,20.04,12.14
