Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login,10000,1553,1439,2427,2758,3623,2,15030,0.080%,46.37402,17.68,13.92
Get User Orders,10000,533,402,1225,1501,2118,2,5854,0.060%,46.39639,39.21,9.01
TOTAL,20000,1043,930,2084,2446,3280,2,15030,0.070%,92.74631,56.87,22.92
