Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login,10000,2292,2209,3001,3254,3865,632,4583,0.000%,25.18993,9.34,8.47
Get Orders,10000,1662,1608,2196,2386,2910,157,3578,0.000%,25.24430,16.78,5.58
TOTAL,20000,1977,1894,2781,3022,3657,157,4583,0.000%,50.35982,26.07,14.03
