Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login,10000,4573,4292,6360,7896,14968,218,19599,0.000%,13.72887,2.42,6.18
Get User Order,10000,2642,2328,4348,4988,8481,6,18565,0.000%,13.76751,2.35,5.76
TOTAL,20000,3607,3389,5719,6701,12600,6,19599,0.000%,27.45744,4.76,11.92
