Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page Catagory,1000,23,23,37,43,73,3,102,0.000%,306.09122,133.32,55.00
TOTAL,1000,23,23,37,43,73,3,102,0.000%,306.09122,133.32,55.00
