Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Proudct Page Category - php,1000,4,3,5,12,15,2,36,0.000%,736.91968,6863.23,145.37
TOTAL,1000,4,3,5,12,15,2,36,0.000%,736.91968,6863.23,145.37
