Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page,100,20,16,22,30,102,14,172,0.000%,37.03704,11.57,5.90
TOTAL,100,20,16,22,30,102,14,172,0.000%,37.03704,11.57,5.90
