Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page - php,100,5,4,6,7,13,3,110,0.000%,77.04160,368.35,13.69
TOTAL,100,5,4,6,7,13,3,110,0.000%,77.04160,368.35,13.69
