Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page,100,1,1,1,2,2,1,3,0.000%,266.66667,1263.28,41.93
TOTAL,100,1,1,1,2,2,1,3,0.000%,266.66667,1263.28,41.93
