Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page,10000,308,257,430,523,1416,3,1606,0.000%,312.96945,351.97,49.21
TOTAL,10000,308,257,430,523,1416,3,1606,0.000%,312.96945,351.97,49.21
