Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product By Product ID  - php,10000,59,34,148,226,539,1,878,0.000%,1360.17410,455.50,233.78
TOTAL,10000,59,34,148,226,539,1,878,0.000%,1360.17410,455.50,233.78
