Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product by Product ID,10000,126,89,125,138,1646,2,2220,0.000%,715.81961,210.93,95.01
TOTAL,10000,126,89,125,138,1646,2,2220,0.000%,715.81961,210.93,95.01
