Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product By ProductID,10000,361,337,493,563,1248,5,3886,0.000%,264.62727,29.72,36.18
TOTAL,10000,361,337,493,563,1248,5,3886,0.000%,264.62727,29.72,36.18
