Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page Catagory,100,4,4,5,7,16,3,38,0.000%,138.31259,23.64,24.72
TOTAL,100,4,4,5,7,16,3,38,0.000%,138.31259,23.64,24.72
