Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page Catagory,100,1,1,2,2,2,1,6,0.000%,274.72527,1301.46,48.29
TOTAL,100,1,1,2,2,2,1,6,0.000%,274.72527,1301.46,48.29
