Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Proudct Page Category - php,100,5,3,13,13,14,2,28,0.000%,137.36264,656.75,26.96
TOTAL,100,5,3,13,13,14,2,28,0.000%,137.36264,656.75,26.96
