Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Reviews,100,2,2,3,3,7,1,13,0.000%,487.80488,4390.72,67.64
TOTAL,100,2,2,3,3,7,1,13,0.000%,487.80488,4390.72,67.64
