Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Reviews,100,19,17,22,28,41,15,121,0.000%,51.44033,576.04,7.13
TOTAL,100,19,17,22,28,41,15,121,0.000%,51.44033,576.04,7.13
