Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Register,100,216,209,226,238,351,204,476,0.000%,4.61808,0.78,1.22
TOTAL,100,216,209,226,238,351,204,476,0.000%,4.61808,0.78,1.22
