Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page,1000,5,5,10,13,26,1,33,0.000%,577.03405,2730.21,90.73
TOTAL,1000,5,5,10,13,26,1,33,0.000%,577.03405,2730.21,90.73
