Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page,1000,89,84,141,161,217,14,475,0.000%,98.20289,23.74,15.63
TOTAL,1000,89,84,141,161,217,14,475,0.000%,98.20289,23.74,15.63
