Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page - php,1000,32,13,52,94,510,2,745,0.000%,205.59211,981.77,36.54
TOTAL,1000,32,13,52,94,510,2,745,0.000%,205.59211,981.77,36.54
