Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login,10000,7030,6568,10520,11905,16327,388,29003,0.000%,13.92137,6.67,3.37
TOTAL,10000,7030,6568,10520,11905,16327,388,29003,0.000%,13.92137,6.67,3.37
