Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page Catagory,100,4,4,5,6,12,3,33,0.000%,210.97046,91.89,37.91
TOTAL,100,4,4,5,6,12,3,33,0.000%,210.97046,91.89,37.91
