Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Proudct Page Category - php,100,7,11,13,13,14,2,14,0.000%,130.89005,1219.03,25.82
TOTAL,100,7,11,13,13,14,2,14,0.000%,130.89005,1219.03,25.82
