Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page,1000,63,63,96,109,132,14,168,0.000%,133.03179,107.08,21.18
TOTAL,1000,63,63,96,109,132,14,168,0.000%,133.03179,107.08,21.18
