Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page,1000,43,40,80,96,168,1,324,0.000%,178.82690,201.11,28.12
TOTAL,1000,43,40,80,96,168,1,324,0.000%,178.82690,201.11,28.12
