Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page Catagory,10000,321,225,534,900,1661,3,2185,0.000%,297.13267,334.16,52.23
TOTAL,10000,321,225,534,900,1661,3,2185,0.000%,297.13267,334.16,52.23
