Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page Catagory,10000,352,341,458,511,756,5,2613,0.000%,273.45566,119.10,49.14
TOTAL,10000,352,341,458,511,756,5,2613,0.000%,273.45566,119.10,49.14
