Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Reviews,1000,69,67,100,110,136,16,170,0.000%,128.43565,1420.72,17.82
TOTAL,1000,69,67,100,110,136,16,170,0.000%,128.43565,1420.72,17.82
