Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Reviews,1000,7,6,12,16,32,1,183,0.000%,607.16454,5471.00,84.26
TOTAL,1000,7,6,12,16,32,1,183,0.000%,607.16454,5471.00,84.26
