Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login,100,88,88,100,105,110,73,118,0.000%,8.59254,3.10,2.59
Order Basket,100,28,25,37,60,104,11,111,0.000%,8.63931,3.11,2.37
TOTAL,200,58,74,96,104,110,11,118,0.000%,17.14531,6.18,4.93
