Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page Catagory,1000,7,7,14,17,25,1,34,0.000%,524.65897,2482.40,92.23
TOTAL,1000,7,7,14,17,25,1,34,0.000%,524.65897,2482.40,92.23
