Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page Catagory,1000,28,29,43,49,60,3,100,0.000%,246.24477,42.08,44.01
TOTAL,1000,28,29,43,49,60,3,100,0.000%,246.24477,42.08,44.01
