Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Proudct Page Category - php,1000,10,4,16,36,164,2,241,0.000%,432.52595,2065.45,84.90
TOTAL,1000,10,4,16,36,164,2,241,0.000%,432.52595,2065.45,84.90
