Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login,1000,575,549,804,904,1155,205,1809,0.000%,16.96295,8.24,4.08
TOTAL,1000,575,549,804,904,1155,205,1809,0.000%,16.96295,8.24,4.08
