Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login,1000,269,250,391,469,581,85,652,0.000%,35.89375,13.31,8.38
TOTAL,1000,269,250,391,469,581,85,652,0.000%,35.89375,13.31,8.38
