Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page,10000,74,76,85,92,145,1,196,0.000%,1199.32838,11316.32,189.74
TOTAL,10000,74,76,85,92,145,1,196,0.000%,1199.32838,11316.32,189.74
