Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page,10000,648,647,819,890,1067,16,2748,0.000%,150.94795,2140.84,24.18
TOTAL,10000,648,647,819,890,1067,16,2748,0.000%,150.94795,2140.84,24.18
