Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login,100,92,89,98,100,160,82,343,0.000%,10.81315,4.01,2.52
TOTAL,100,92,89,98,100,160,82,343,0.000%,10.81315,4.01,2.52
