Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page - php,100,7,4,13,13,14,1,14,0.000%,138.31259,1288.16,24.72
TOTAL,100,7,4,13,13,14,1,14,0.000%,138.31259,1288.16,24.72
