Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page,100,1,1,2,2,3,1,4,0.000%,662.25166,6248.71,104.77
TOTAL,100,1,1,2,2,3,1,4,0.000%,662.25166,6248.71,104.77
