Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product Page,100,16,16,18,18,20,15,30,0.000%,59.45303,843.20,9.52
TOTAL,100,16,16,18,18,20,15,30,0.000%,59.45303,843.20,9.52
