Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Proudct Page Category - php,1000,10,4,15,33,154,2,312,0.000%,447.02727,514.05,87.75
TOTAL,1000,10,4,15,33,154,2,312,0.000%,447.02727,514.05,87.75
