Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Proudct Page Category - php,100,5,3,13,13,14,2,30,0.000%,126.26263,145.24,24.78
TOTAL,100,5,3,13,13,14,2,30,0.000%,126.26263,145.24,24.78
