Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Get Product By Product ID  - php,100,6,3,13,13,14,1,38,0.000%,164.20361,54.99,28.22
TOTAL,100,6,3,13,13,14,1,38,0.000%,164.20361,54.99,28.22
